caption,aspect_list,tempo_tags,genre_tags,mood_tags,instrument_tags,tempo_tags_count,genre_tags_count,mood_tags_count,instrument_tags_count,aspect_list_count
This is an afrobeat music piece. There is a female vocalist singing in a seductive manner. There is an occasional male vocal sample. The keyboard is playing a minimalistic tune. There is an electronic drum beat. The atmosphere is groovy and erotic. This piece could be playing at an African nightclub.,"afrobeat, groovy, dance, electronic, keyboard, electronic drums, female vocal","afrobeat, groovy","dance, electronic",,"keyboard, electronic drums, female vocal",2,2,1,3,7
"A male singer sings this passionate melody. The song is medium tempo with an amplified guitar playing a distant rhythm with a percussive bass line. The song has ambient noises like rain pattering down, thunder rumble sounds and ambient noise. The sound quality is poor with hissing tones. The song is an amateur metal music video.","ambient noises, passionate, male singer, groovy bass line",,ambient noises,passionate,"male singer, groovy bass line",1,1,1,2,4
"A female singer sings this lilting melody. The song is medium tempo with an acoustic guitar accompaniment, strong bass line, steady rhythm and piano accompaniment. The song has a bad audio quality. The song is emotional and nostalgic in nature.","medium tempo, pop song, emotional, inspiring, romantic, piano accompaniment, female singer",medium tempo,pop song,"emotional, inspiring, romantic","piano accompaniment, female singer",1,1,3,2,7
"The low quality recording features a live performance of a soul song and it consists of passionate male vocal singing over playback instrumentals. The instrumental consists of a shimmering tambourine layered with punchy snare hits, soft kick hits, some toms rolls, groovy bass, electric guitar melody and harmonizing male vocals. It sounds emotional, soulful, hopeful and joyful.","soul, soulful, emotional, joyful, groovy bass, passionate male vocal, punchy snare",,"soul, soulful","emotional, joyful","groovy bass, passionate male vocal, punchy snare",1,2,2,3,7
This is a reggae/dub music piece. There is a fat sounding bass guitar playing a groovy bass line. An electric guitar with heavy delay and reverb effects is playing a vague tune. There is a reggae acoustic drum beat in the rhythmic background. The atmosphere is trippy. This piece could be used in the soundtrack of a movie during scenes where a character would be under the influence of substances.,"groovy, reggae, chill, acoustic drums, bass guitar, electric guitar",groovy,"reggae, chill",,"acoustic drums, bass guitar, electric guitar",1,2,1,3,6
"This is a broken beat music piece with jazz funk influences. There is a repeating hollering female vocal sample. There is a keyboard and a synth bass playing the melody. In the background, there is an electronic drum beat and percussive elements. This piece has a groovy atmosphere. It is danceable. It could be playing in the background of a nightclub at earlier hours or at a coffee house.","groovy, danceable, keyboard, percussion, electronic drums",groovy,danceable,,"keyboard, percussion, electronic drums",1,1,1,3,5
"This music is an upbeat instrumental of the popular Christmas carol, ‘Jingle Bells’. The tempo is fast with electronic arrangements and digital drumming. The music is buoyant, happy, cheerful, festive, perky, enthusiastic,energetic and high spirited. This song is a Techno Remix.","fast tempo, electro pop, electronic music, happy, cheerful, energetic, digital drums",fast tempo,"electro pop, electronic music","happy, cheerful, energetic",digital drums,1,2,3,1,7
"A female singer sings this cool dance melody. The song is medium-fast tempo with a cool dance groove, percussive bass line, steady dance rhythm, keyboard accompaniment and various percussion hits. The song is groovy and proper electronic dance music hit,","strong drumming rhythm, groovy bas slime, groovy, electronic dance music, exciting, cheerful, romantic, keyboard accompaniment, female singer","strong drumming rhythm, groovy bas slime, groovy",electronic dance music,"exciting, cheerful, romantic","keyboard accompaniment, female singer",3,1,3,2,9
"The Metal song features wide aggressive distorted electric guitars, punchy kick and snare hits, energetic crash cymbals, simple hi hats, groovy bass guitar, sustained synth pad melody and passionate female vocals singing over it. It sounds energetic, powerful, manic and aggressive - especially in the first part of the loop where there is a drum break.","metal, energetic, aggressive, punchy kick, punchy snare, passionate female vocal",,metal,"energetic, aggressive","punchy kick, punchy snare, passionate female vocal",1,1,2,3,6
This is an electronic music piece. There is a high-pitched synth and stabbing strings in the melodic structure. An occasional vocal sample can be heard adding a haunting texture. There is a loud electronic drum beat in the rhythmic background. The atmosphere is unnerving and filled with terror. This piece could be used in a horror movie or a horror video game.,"electronic music, movie music, no singer, strings, electronic drums",,"electronic music, movie music",,"no singer, strings, electronic drums",1,2,1,3,5
This is a Malaysian alternative rock music piece. There is a male vocalist singing melodically at the forefront. The main melody is played by the acoustic guitar with the backing of a mellow electric guitar and a simple bass line on the bass guitar. The rhythmic background consists of a basic rock acoustic drum beat. There is a sentimental and easygoing atmosphere to this piece. It could be used in the soundtrack of a drama/romance movie or TV series that takes place in Malaysia.,"alternative rock, indie, sentimental, mellow, electric guitar, acoustic guitar, bass guitar, male vocal, acoustic drums",,"alternative rock, indie","sentimental, mellow","electric guitar, acoustic guitar, bass guitar, male vocal, acoustic drums",1,2,2,5,9
"A male vocalist sings this melodious contemporary Christian song. The tempo is medium with punchy drumming, keyboard accompaniment ,vigorous violin harmony, steady bass line and synth arrangements. The song is peppy, appealing to the youth, melodious, mellow and sincere.","medium tempo, groovy, gospel, electronic music, mellow, male singer","medium tempo, groovy","gospel, electronic music",mellow,male singer,2,2,1,1,6
"This song is an instrumental. The tempo is medium with melodious synthesiser arrangement , steady drumming and funky bass in contrast to a dissonant gun firing like sound;. The mismatched rhythm is unpleasant to the ears and disturbs the harmonic vibe of the song.","medium tempo, ambient, steady drumming",medium tempo,ambient,,steady drumming,1,1,1,1,3
This recording is of very poor audio-quality. The sub bass is strongly over-driving the recorder's speaker. You can also hear a digital drum and a male voice singing in the mid to high range. This song may be playing in a club.,"medium tempo, r&b, digital drums, male voice singing",medium tempo,r&b,,"digital drums, male voice singing",1,1,1,2,4
"The Folk song features muffled mixed vocals singing over, what it sounds like, orchestra in the background. The recording is so noisy and low quality that the listener can barely hear the actual song. It is mono and it sounds vintage and sentimental.","folk, sentimental, orchestra",,folk,sentimental,orchestra,1,1,1,1,3
"This song contains a piano adding single notes to digital strings being played in the high-mid and as a bassline. The recording is full of reverb and the instruments are slightly panned across the speakers. The atmosphere sounds sad,melancholic. This song may be playing in a sad movie-scene.","slow tempo, cinematic, piano",slow tempo,cinematic,,piano,1,1,1,1,3
This audio contains reggae-like drums playing along with a bass. An e-guitar is strumming short chords on the backbeat giving this song its typical reggae feel. An organ is playing a melody panned to the left side of the speakers playing short fast chords. A male voice is singing a melody in a higher pitch than a piano is walking down the scale creating a melody then a chime comes in getting the song ready for the next part. This song may be playing while sitting by a lake with your friends.,"uptempo, reggae, piano, e-bass, acoustic drums, e-guitar, male voice singing",uptempo,reggae,,"piano, e-bass, acoustic drums, e-guitar, male voice singing",1,1,1,5,7
