caption,aspect_list,tempo_tags,genre_tags,mood_tags,instrument_tags
This audio contains a very present kick on every beat. A synth bass is playing an arpeggio melody along with a synth lead sound playing in a higher pitch rising up in pitch. Then a riser sound also rises in pitch. Then the music stops and you can hear glass breaking. This song may be playing in a techno club.,"uptempo, energetic, digital drums",uptempo,,energetic,digital drums
A digital drum is playing a groove with different little elements panned to the left and right side of the speakers. Little sprinkles of plucked digital synth sounds are playing melodies along with a keyboard playing soft chords. The female voice is singing being backed by a voice full of effects. Then padsounds come in serving as strings playing a slow chord progression. This song may be playing at the mall.,"uptempo, pop, digital drums",uptempo,pop,,digital drums
This is a classical music piece. There is a piano playing an arpeggio in the background while a violin gently plays the main tune. The atmosphere of the piece is sentimental. This piece could be used in the background of tutorial videos. It could also be playing in the background at a coffee shop.,"classical music, gentle, sentimental, piano, violin, no singer",,classical music,"gentle, sentimental","piano, violin, no singer"
This is a contemporary classic music piece being performed on a theremin. The player gives the theremin and electronic sounding character. The atmosphere is weird and eccentric. This piece could go well in the soundtrack of an absurdist/surrealist art movie.,"contemporary, classical music, weird, eerie",contemporary,classical music,"weird, eerie",
"A female singer sings soft pop songs. The tempo is medium fast with electronically arranged music, electric guitar harmony, digital drum beats, and melodious vocal backup. The song is simple, soft, emotional, upbeat, catchy, with a dance groove. This song is an Electro Pop song.","medium fast tempo, groovy rhythm, upbeat, electro pop, dance pop, electronic music, ambient, dance music, emotional, female singer","medium fast tempo, groovy rhythm, upbeat","electro pop, dance pop, electronic music, ambient, dance music",emotional,female singer
"A male vocalist sings this soft melody. The song is medium tempo, with violin harmony, steady drumming, straight bass lines, acoustic guitar and keyboard accompaniment with vocal backup. The song is in a foreign language. It is slow, and has a mellow, soft, emotional , sentimental and romantic vibe. This is a regional Pop song.","medium tempo, pop, soft, mellow, sentimental, emotional, keyboard harmony, steady drumming, acoustic guitar, male singer",medium tempo,pop,"soft, mellow, sentimental, emotional","keyboard harmony, steady drumming, acoustic guitar, male singer"
"A male vocalist sings this spirited song. The song is medium tempo with energetic electric guitar lead, enthusiastic electric bass guitar , hard hitting drums and keyboard harmony. The vocals are passionate, youthful,energetic, vociferous, powerful and loud . This song is Hard Rock/Metal.","fast tempo, metal, hard rock, intense, passionate, male vocalist",fast tempo,metal,"hard rock, intense, passionate",male vocalist
To male voices are singing a melody. Someone is playing acoustic drums together with a djembe. A ukulele is being strummed on the offbeat along with a piano playing the same chords. This is an amateur recording. This song may be playing live at a small festival.,"medium to uptempo, reggae, piano, acoustic drums",medium to uptempo,reggae,,"piano, acoustic drums"
This pop song features a male voice singing the main melody. This is accompanied by percussion playing a simple beat. The hi-hat is played in eighth notes. The bass is played on a tuba. The root notes of the chords are played. Trumpets play a staccato note at every alternate beat. A brass instrument plays a fill after the first two bars. The mood of this song is romantic. This song can be played in a romantic movie.,"slow tempo, pop song, male voice, trumpets",slow tempo,pop song,,"male voice, trumpets"
This is a pop music piece being played through a reverberation amp. There is a male and a female vocalist singing melodically. A clean sounding electric guitar is playing a simple tune while a keyboard is holding the chords and a bass guitar is playing in the background. The rhythmic background is provided by a medium tempo electronic drum beat that has characteristics resembling an acoustic drum kit. The atmosphere is sentimental and vibrant. This piece could be used in advertisement jingles. It could be playing in the background in a romantic setting.,"medium tempo, sentimental, electric guitar, female vocal, bass guitar, male vocal, electronic drums, keyboard",medium tempo,,sentimental,"electric guitar, female vocal, bass guitar, male vocal, electronic drums, keyboard"
An acoustic guitar is finger-picking a tremolo melody along with a flute playing a melody on top. This song may be playing in an adventure  video-game.,"uptempo, folk, soothing, acoustic guitar, flute",uptempo,folk,soothing,"acoustic guitar, flute"
This is a remix of an R&B music piece. An auto-tuned male vocal is singing melodically in a minor scale at a high pitch. A fading electric guitar sample can be heard in the distance. Repeated hits of low-frequency percussion add a deepening effect to the piece. The atmosphere is very dreamy and very trippy. This piece could be used in a dream sequence at a movie or a TV show.,"soul, r&b, dreamy, male vocal",,"soul, r&b",dreamy,male vocal
Someone is playing a e-guitar solo over another e-guitar providing jazz chords along with acoustic drums playing a jazzy groove with little licks and a steady straight groove in the ride that is panned to the right side of the speakers. An upright bass in playing a walking bassline. This song may be playing at a jazz bar.,"medium to uptempo, jazz, acoustic drums",medium to uptempo,jazz,,acoustic drums
This is a latin dance music piece. There is a heavy use of percussive elements such as marimba and steel percussion. They act both as the melodic and the rhythmic background. The atmosphere of the performance is lively and cheerful. This piece could be used as an accompaniment piece for latin dance courses.,"latin dance music, playful, cheerful, percussion",,latin dance music,"playful, cheerful",percussion
